Age,PassengerId,Sex=female,Sex=male,Survived
39.0,401,0,1.0,1
26.0,402,0,1.0,0
21.0,403,1.0,0,0
28.0,404,0,1.0,0
20.0,405,1.0,0,0
34.0,406,0,1.0,0
51.0,407,0,1.0,0
3.0,408,0,1.0,1
21.0,409,0,1.0,0
0,410,1.0,0,0
0,411,0,1.0,0
0,412,0,1.0,0
33.0,413,1.0,0,1
0,414,0,1.0,0
44.0,415,0,1.0,1
0,416,1.0,0,0
34.0,417,1.0,0,1
18.0,418,1.0,0,1
30.0,419,0,1.0,0
10.0,420,1.0,0,0
0,421,0,1.0,0
21.0,422,0,1.0,0
29.0,423,0,1.0,0
28.0,424,1.0,0,0
18.0,425,0,1.0,0
0,426,0,1.0,0
28.0,427,1.0,0,1
19.0,428,1.0,0,1
0,429,0,1.0,0
32.0,430,0,1.0,1
28.0,431,0,1.0,1
0,432,1.0,0,1
42.0,433,1.0,0,1
17.0,434,0,1.0,0
50.0,435,0,1.0,0
14.0,436,1.0,0,1
21.0,437,1.0,0,0
24.0,438,1.0,0,1
64.0,439,0,1.0,0
31.0,440,0,1.0,0
45.0,441,1.0,0,1
20.0,442,0,1.0,0
25.0,443,0,1.0,0
28.0,444,1.0,0,1
0,445,0,1.0,1
4.0,446,0,1.0,1
13.0,447,1.0,0,1
34.0,448,0,1.0,1
5.0,449,1.0,0,1
52.0,450,0,1.0,1
36.0,451,0,1.0,0
0,452,0,1.0,0
30.0,453,0,1.0,0
49.0,454,0,1.0,1
0,455,0,1.0,0
29.0,456,0,1.0,1
65.0,457,0,1.0,0
0,458,1.0,0,1
50.0,459,1.0,0,1
0,460,0,1.0,0
48.0,461,0,1.0,1
34.0,462,0,1.0,0
47.0,463,0,1.0,0
48.0,464,0,1.0,0
0,465,0,1.0,0
38.0,466,0,1.0,0
0,467,0,1.0,0
56.0,468,0,1.0,0
0,469,0,1.0,0
0.75,470,1.0,0,1
0,471,0,1.0,0
38.0,472,0,1.0,0
33.0,473,1.0,0,1
23.0,474,1.0,0,1
22.0,475,1.0,0,0
0,476,0,1.0,0
34.0,477,0,1.0,0
29.0,478,0,1.0,0
22.0,479,0,1.0,0
2.0,480,1.0,0,1
9.0,481,0,1.0,0
0,482,0,1.0,0
50.0,483,0,1.0,0
63.0,484,1.0,0,1
25.0,485,0,1.0,1
0,486,1.0,0,0
35.0,487,1.0,0,1
58.0,488,0,1.0,0
30.0,489,0,1.0,0
9.0,490,0,1.0,1
0,491,0,1.0,0
21.0,492,0,1.0,0
55.0,493,0,1.0,0
71.0,494,0,1.0,0
21.0,495,0,1.0,0
0,496,0,1.0,0
54.0,497,1.0,0,1
0,498,0,1.0,0
25.0,499,1.0,0,0
24.0,500,0,1.0,0
17.0,501,0,1.0,0
21.0,502,1.0,0,0
0,503,1.0,0,0
37.0,504,1.0,0,0
16.0,505,1.0,0,1
18.0,506,0,1.0,0
33.0,507,1.0,0,1
0,508,0,1.0,1
28.0,509,0,1.0,0
26.0,510,0,1.0,1
29.0,511,0,1.0,1
0,512,0,1.0,0
36.0,513,0,1.0,1
54.0,514,1.0,0,1
24.0,515,0,1.0,0
47.0,516,0,1.0,0
34.0,517,1.0,0,1
0,518,0,1.0,0
36.0,519,1.0,0,1
32.0,520,0,1.0,0
30.0,521,1.0,0,1
22.0,522,0,1.0,0
0,523,0,1.0,0
44.0,524,1.0,0,1
0,525,0,1.0,0
40.5,526,0,1.0,0
50.0,527,1.0,0,1
0,528,0,1.0,0
39.0,529,0,1.0,0
23.0,530,0,1.0,0
2.0,531,1.0,0,1
0,532,0,1.0,0
17.0,533,0,1.0,0
0,534,1.0,0,1
30.0,535,1.0,0,0
7.0,536,1.0,0,1
45.0,537,0,1.0,0
30.0,538,1.0,0,1
0,539,0,1.0,0
22.0,540,1.0,0,1
36.0,541,1.0,0,1
9.0,542,1.0,0,0
11.0,543,1.0,0,0
32.0,544,0,1.0,1
50.0,545,0,1.0,0
64.0,546,0,1.0,0
19.0,547,1.0,0,1
0,548,0,1.0,1
33.0,549,0,1.0,0
8.0,550,0,1.0,1
17.0,551,0,1.0,1
27.0,552,0,1.0,0
0,553,0,1.0,0
22.0,554,0,1.0,1
22.0,555,1.0,0,1
62.0,556,0,1.0,0
48.0,557,1.0,0,1
0,558,0,1.0,0
39.0,559,1.0,0,1
36.0,560,1.0,0,1
0,561,0,1.0,0
40.0,562,0,1.0,0
28.0,563,0,1.0,0
0,564,0,1.0,0
0,565,1.0,0,0
24.0,566,0,1.0,0
19.0,567,0,1.0,0
29.0,568,1.0,0,0
0,569,0,1.0,0
32.0,570,0,1.0,1
62.0,571,0,1.0,1
53.0,572,1.0,0,1
36.0,573,0,1.0,1
0,574,1.0,0,1
16.0,575,0,1.0,0
19.0,576,0,1.0,0
34.0,577,1.0,0,1
39.0,578,1.0,0,1
0,579,1.0,0,0
32.0,580,0,1.0,1
25.0,581,1.0,0,1
39.0,582,1.0,0,1
54.0,583,0,1.0,0
36.0,584,0,1.0,0
0,585,0,1.0,0
18.0,586,1.0,0,1
47.0,587,0,1.0,0
60.0,588,0,1.0,1
22.0,589,0,1.0,0
0,590,0,1.0,0
35.0,591,0,1.0,0
52.0,592,1.0,0,1
47.0,593,0,1.0,0
0,594,1.0,0,0
37.0,595,0,1.0,0
36.0,596,0,1.0,0
0,597,1.0,0,1
49.0,598,0,1.0,0
0,599,0,1.0,0
49.0,600,0,1.0,1
24.0,601,1.0,0,1
0,602,0,1.0,0
0,603,0,1.0,0
44.0,604,0,1.0,0
35.0,605,0,1.0,1
36.0,606,0,1.0,0
30.0,607,0,1.0,0
27.0,608,0,1.0,1
22.0,609,1.0,0,1
40.0,610,1.0,0,1
39.0,611,1.0,0,0
0,612,0,1.0,0
0,613,1.0,0,1
0,614,0,1.0,0
35.0,615,0,1.0,0
24.0,616,1.0,0,1
34.0,617,0,1.0,0
26.0,618,1.0,0,0
4.0,619,1.0,0,1
26.0,620,0,1.0,0
27.0,621,0,1.0,0
42.0,622,0,1.0,1
20.0,623,0,1.0,1
21.0,624,0,1.0,0
21.0,625,0,1.0,0
61.0,626,0,1.0,0
57.0,627,0,1.0,0
21.0,628,1.0,0,1
26.0,629,0,1.0,0
0,630,0,1.0,0
80.0,631,0,1.0,1
51.0,632,0,1.0,0
32.0,633,0,1.0,1
0,634,0,1.0,0
9.0,635,1.0,0,0
28.0,636,1.0,0,1
32.0,637,0,1.0,0
31.0,638,0,1.0,0
41.0,639,1.0,0,0
0,640,0,1.0,0
20.0,641,0,1.0,0
24.0,642,1.0,0,1
2.0,643,1.0,0,0
0,644,0,1.0,1
0.75,645,1.0,0,1
48.0,646,0,1.0,1
19.0,647,0,1.0,0
56.0,648,0,1.0,1
0,649,0,1.0,0
23.0,650,1.0,0,1
0,651,0,1.0,0
18.0,652,1.0,0,1
21.0,653,0,1.0,0
0,654,1.0,0,1
18.0,655,1.0,0,0
24.0,656,0,1.0,0
0,657,0,1.0,0
32.0,658,1.0,0,0
23.0,659,0,1.0,0
58.0,660,0,1.0,0
50.0,661,0,1.0,1
40.0,662,0,1.0,0
47.0,663,0,1.0,0
36.0,664,0,1.0,0
20.0,665,0,1.0,1
32.0,666,0,1.0,0
25.0,667,0,1.0,0
0,668,0,1.0,0
43.0,669,0,1.0,0
0,670,1.0,0,1
40.0,671,1.0,0,1
31.0,672,0,1.0,0
70.0,673,0,1.0,0
31.0,674,0,1.0,1
0,675,0,1.0,0
18.0,676,0,1.0,0
24.5,677,0,1.0,0
18.0,678,1.0,0,1
43.0,679,1.0,0,0
36.0,680,0,1.0,1
0,681,1.0,0,0
27.0,682,0,1.0,1
20.0,683,0,1.0,0
14.0,684,0,1.0,0
60.0,685,0,1.0,0
25.0,686,0,1.0,0
14.0,687,0,1.0,0
19.0,688,0,1.0,0
18.0,689,0,1.0,0
15.0,690,1.0,0,1
31.0,691,0,1.0,1
4.0,692,1.0,0,1
0,693,0,1.0,1
25.0,694,0,1.0,0
60.0,695,0,1.0,0
52.0,696,0,1.0,0
44.0,697,0,1.0,0
0,698,1.0,0,1
49.0,699,0,1.0,0
42.0,700,0,1.0,0
18.0,701,1.0,0,1
35.0,702,0,1.0,1
18.0,703,1.0,0,0
25.0,704,0,1.0,0
26.0,705,0,1.0,0
39.0,706,0,1.0,0
45.0,707,1.0,0,1
42.0,708,0,1.0,1
22.0,709,1.0,0,1
0,710,0,1.0,1
24.0,711,1.0,0,1
0,712,0,1.0,0
